VAR01;VAR02;VAR03;VAR04;VAR05;VAR08;VAR09; VAR11 ; VAR12 ;VAR13a;VAR13b;VAR13c;VAR13d;VAR14;VAR16;VAR17;VAR18;VAR19;VAR20;VAR21;VAR22;VAR25;VAR26; VAR27 ;VAR28; VAR31 ;VAR34;VAR39
3;0;0;9;51;10;10;0,35;1,92;22;12;16;0;1;0;0,18;50;7;45;1;0;0;3;6,17;3;28,00;0;0
4;1;0;24;68;10;10;0,92;9,08;69;95;36;2;2;4;0,32;236;13;57;8;10;0;15;9,57;3;58,00;0;0
5;4;0;11;63;10;10;0,42;3,46;27;27;36;0;2;2;0,11;90;8;59;1;3;0;0;5,67;3;17,00;0;0
3;0;1;0;46;10;10;0,00;2,19;15;17;25;0;2;0;0,04;57;0;41;0;0;0;4;2,6;3;9,00;0;3
3;0;1;13;67;10;10;0,50;7,38;25;95;51;2;2;4;0,26;192;1;46;10;10;0;1;3,6;3;10,00;0;0
0;0;0;0;0;10;10;0,00;0,38;1;3;6;0;0;0;0,00;10;0;0;0;0;0;0;0;3;0,00;0;0
2;0;0;1;44;10;10;0,04;1,23;11;9;12;0;1;0;0,49;32;1;40;0;0;0;0;4,33;3;15,00;0;0
3;0;2;2;44;10;10;0,08;2,42;15;6;42;0;2;0;0,17;63;2;40;0;0;0;2;4,17;3;18,00;0;0
3;0;1;0;59;10;10;0,00;4,65;17;67;36;1;2;0;0,15;121;0;51;1;0;0;0;5;3;18,00;0;0
3;0;0;1;54;10;10;0,04;4,65;17;86;16;2;2;0;0,40;121;1;48;3;0;0;11,33;10,83;3;54,00;0;0
5;1;0;33;75;11;14;1,27;5,15;33;43;54;4;2;0;0,44;134;17;69;1;0;0;3;8,67;4;39,00;0;1
1;0;0;1;39;11;14;0,04;1,54;12;8;20;0;1;0;0,08;40;1;36;0;0;0;0;2;4;8,00;0;1
0;0;0;1;4;11;14;0,04;0,31;5;0;3;0;0;1;0,00;8;0;4;0;1;0;0;0;4;0,00;0;0
6;1;0;10;56;11;14;0,38;2,65;26;21;21;1;2;0;0,33;69;8;50;0;0;0;7,5;5,86;4;34,00;0;0
4;0;1;4;48;11;14;0,15;2,12;16;20;19;0;2;0;0,10;55;2;42;0;0;0;0;2,43;4;10,00;0;3
3;0;0;31;76;11;14;1,19;5,81;60;60;31;0;2;4;0,48;151;16;61;10;9;0;2;4,29;4;23,00;0;0
4;0;2;26;46;11;14;1,00;3,50;15;40;34;2;2;0;0,23;91;17;44;0;0;0;0;4,86;4;25,00;0;1
3;0;0;14;62;11;14;0,54;2,88;40;10;25;0;2;4;0,37;75;3;43;10;7;0;7,75;4,5;4;23,00;0;0
5;2;1;0;54;11;14;0,00;2,35;11;25;23;2;2;0;0,13;61;0;49;1;0;0;0;3,5;4;16,00;0;0
5;0;3;2;49;11;14;0,08;3,15;17;21;40;4;2;0;0,12;82;2;44;2;0;0;1;3,5;4;13,00;0;1
6;2;1;0;45;11;14;0,00;2,96;16;32;29;0;2;0;0,15;77;0;41;1;0;0;1;3,86;4;20,00;0;1
2;0;0;1;3;11;14;0,04;0,65;3;7;7;0;1;0;0,02;17;1;3;0;0;0;0;2;4;4,00;0;2
1;1;0;0;0;11;14;0,00;0,62;12;2;2;0;0;0;0,02;16;0;0;0;0;0;4;6;4;6,00;0;0
1;0;0;5;44;11;14;0,19;1,85;11;10;21;6;0;3;0,36;48;0;40;1;5;0;10;6,75;4;27,00;0;0
0;0;0;0;0;11;14;0,00;0,54;3;6;5;0;0;0;0,02;14;0;0;0;0;0;3;1;4;1,00;0;0
4;0;0;33;76;11;14;1,42;4,19;34;37;37;1;2;5;0,21;109;12;56;10;10;0;5;4,63;4;28,00;0;0
6;2;2;30;67;11;14;1,15;11,62;69;95;97;9;2;1;0,73;256;17;63;0;1;0;7,75;13,43;4;70,00;0;0
1;0;0;0;15;11;14;0,00;0,27;2;2;3;0;0;0;0,06;7;0;12;1;0;0;0;5;4;5,00;0;0
1;1;0;0;47;11;14;0,00;1,19;13;7;11;0;2;0;0,06;31;0;44;0;0;0;0;5;4;6,00;0;0
4;0;1;10;50;11;14;0,38;3,04;40;24;15;0;2;0;0,29;79;8;44;0;0;0;11,6;4;4;21,00;0;0
2;0;0;1;51;11;14;0,04;3,00;49;23;5;1;2;0;0,12;78;1;45;2;0;0;2;3,6;4;10,00;0;0
4;0;0;5;53;11;14;0,19;7,31;50;65;73;2;2;0;0,38;190;3;45;1;0;0;8,75;4,67;4;24,00;0;0
4;0;0;13;54;11;14;0,50;2,85;47;19;8;0;2;5;0,28;74;5;47;2;7;0;4;4;4;18,00;0;2
4;0;0;2;50;11;14;0,08;1,62;15;8;19;0;1;0;0,11;42;1;45;0;0;0;0;3,14;4;12,00;0;0
4;0;1;9;54;11;14;0,35;8,12;60;53;97;1;2;1;0,47;211;3;44;5;1;0;17,2;3,43;4;17,00;0;0
3;2;0;0;43;11;14;0,00;0,65;7;7;3;0;2;0;0,03;17;0;40;0;0;0;0;3,83;4;11,00;0;0
4;0;0;3;44;11;14;0,12;2,92;26;11;39;0;2;0;0,29;76;3;40;0;0;0;8;6,83;4;33,00;0;0
5;0;0;5;32;11;14;0,19;3,27;32;29;23;1;2;1;0,21;85;4;30;0;1;0;4;6,83;4;33,00;0;1
2;0;0;1;6;11;14;0,04;0,96;3;5;17;0;1;0;0,08;25;1;6;0;0;0;0;3,33;4;10,00;0;1
4;0;0;0;47;11;14;0,00;2,92;15;29;16;9;2;0;0,12;76;0;43;1;0;0;1,5;2,43;4;10,00;0;0
4;1;1;1;47;11;14;0,04;3,00;13;36;29;0;2;1;0,16;78;0;42;0;1;0;3;2,57;4;10,00;0;4
6;2;0;2;50;11;14;0,08;3,15;21;33;27;1;2;0;0,18;82;2;46;0;0;0;0;5,71;4;25,00;0;0
3;0;1;1;45;11;14;0,04;1,54;10;16;14;0;2;1;0,07;40;0;42;0;1;0;1;4,33;4;18,00;0;0
6;2;1;0;45;11;14;0,00;1,77;16;13;16;1;2;0;0,10;46;0;42;0;0;0;0;6;4;28,00;0;2
4;1;0;0;32;11;14;0,00;1,31;15;8;9;2;2;0;0,06;34;0;30;0;0;0;0;2,71;4;12,00;0;0
6;1;4;9;65;11;14;0,35;11,62;69;95;97;2;2;5;0,75;256;0;52;8;9;0;17,2;13,43;4;70,00;0;0
1;0;0;4;5;11;14;0,15;0,77;12;5;2;1;0;0;0,04;20;2;5;0;0;0;2,33;4;4;4,00;0;0
4;0;1;7;45;11;14;0,27;2,31;18;12;30;0;2;3;0,13;60;3;38;2;3;0;0;3,57;4;18,00;0;0
4;1;0;16;64;11;14;0,62;5,00;25;55;49;1;2;2;0,26;130;13;59;1;3;0;9,33;3,13;4;17,00;0;1
2;1;0;0;16;11;14;0,00;1,15;3;13;14;0;0;0;0,13;30;0;15;0;0;0;4,5;8,33;4;25,00;0;0
4;0;0;21;44;11;14;0,81;2,46;15;24;24;1;2;0;0,23;64;17;38;2;0;0;1,33;3,88;4;18,00;0;2
6;1;2;0;51;11;14;0,00;5,23;59;37;38;2;0;0;0,22;136;0;42;5;0;0;15,5;5,14;4;30,00;0;0
5;2;0;5;52;11;14;0,19;4,88;18;35;68;6;2;2;0,36;127;1;42;7;4;0;4;5;4;24,00;0;0
4;1;4;33;76;11;14;1,92;8,04;39;78;73;9;2;5;0,37;209;17;65;6;10;0;15;4,75;4;32,00;0;1
5;1;0;0;45;11;14;0,00;2,65;17;27;8;9;2;0;0,15;69;0;41;1;0;0;1;3,75;4;18,00;0;0
3;0;0;8;55;11;14;0,31;4,92;17;47;62;2;0;1;0,75;128;7;50;1;1;0;12,25;13,43;4;61,00;0;0
6;2;1;11;55;11;14;0,42;2,38;9;32;17;4;2;0;0,11;62;6;47;1;0;0;0;4;4;21,00;0;1
6;3;2;13;70;11;14;0,50;5,31;44;69;25;0;2;2;0,61;138;8;61;4;2;0;6;8,5;4;54,00;0;1
5;0;0;5;71;11;14;0,19;10,65;58;95;97;3;2;2;0,20;256;2;52;10;3;0;3,33;8,83;4;42,00;0;2
1;1;0;0;10;11;14;0,00;0,50;5;6;2;0;0;0;0,02;13;0;10;0;0;0;0;2;4;2,00;0;0
5;1;0;2;47;11;14;0,08;5,69;40;50;54;4;2;0;0,29;148;2;44;0;0;0;0;8,83;4;39,00;0;0
4;3;3;1;47;11;14;0,04;1,38;10;21;5;0;1;1;0,75;36;0;44;0;1;0;1;2,33;4;9,00;0;0
3;0;1;5;49;11;14;0,19;2,88;17;27;31;0;2;1;0,16;75;3;45;0;1;0;1,5;5,14;4;23,00;0;0
3;0;0;26;60;11;14;1,00;1,96;23;18;10;0;1;0;0,13;51;17;50;0;0;0;1;4;4;14,00;0;0
6;0;0;10;63;11;14;0,38;5,42;54;53;34;0;2;0;0,47;141;6;53;1;0;0;13;5,75;4;31,00;0;1
5;1;0;8;48;11;14;0,31;3,31;36;33;17;0;2;0;0,17;86;8;44;1;0;0;3;6,43;4;28,00;0;0
6;2;0;2;56;11;14;0,08;5,12;27;46;60;0;2;0;0,65;133;2;53;0;0;0;17,2;6,44;4;47,00;0;4
6;0;1;18;57;11;14;0,69;3,73;21;35;40;1;2;0;0,15;97;10;47;1;0;0;5;7;4;35,00;0;0
4;0;0;2;34;11;14;0,08;2,88;29;21;22;3;2;1;0,36;75;0;29;1;1;0;6,5;5,33;4;27,00;0;0
4;0;1;17;60;11;14;0,65;6,00;57;55;44;0;2;4;0,30;156;7;44;8;7;0;4,33;6;4;33,00;0;0
4;0;0;9;45;11;14;0,35;5,96;25;69;49;9;2;0;0,42;155;9;43;0;0;0;2;5,13;4;31,00;0;0
5;1;2;10;64;11;14;0,38;11,46;50;95;97;9;2;1;0,17;256;3;51;6;3;0;1,75;9,88;4;62,00;0;2
4;0;0;1;53;11;14;0,04;2,12;20;15;17;3;2;0;0,08;55;1;45;5;0;0;3;2,71;4;13,00;0;0
5;1;1;33;68;11;14;1,42;5,65;28;67;43;9;2;3;0,35;147;17;57;4;3;1;17,2;4,86;4;26,00;1;0
2;0;0;0;49;11;14;0,00;1,00;8;15;3;0;1;0;0,04;26;0;44;0;0;0;6;1,83;4;4,00;0;0
4;0;0;0;45;11;14;0,00;1,27;23;5;5;0;2;0;0,06;33;0;42;0;0;0;0;4;4;18,00;0;1
0;0;0;0;45;11;14;0,00;0,81;10;7;4;0;0;0;0,01;21;0;42;0;0;0;0;2,33;4;0,00;0;0
4;0;0;31;70;11;14;1,19;3,69;40;19;37;0;2;4;0,09;96;11;52;10;10;0;1,5;5;4;21,00;0;0
4;2;1;1;42;11;14;0,04;2,81;24;23;25;1;2;0;0,13;73;1;39;0;0;0;5;3;4;16,00;0;3
4;0;0;33;76;11;14;1,27;9,85;43;51;97;5;1;0;0,46;256;17;69;0;0;0;15;6,22;4;45,00;0;0
3;0;0;0;17;11;14;0,00;1,81;24;20;3;0;0;0;0,10;47;0;15;0;0;0;3;5,33;4;16,00;0;0
2;1;0;0;14;11;14;0,00;1,00;6;20;0;0;0;0;0,05;26;0;12;0;0;0;4;2,5;4;5,00;0;0
0;0;0;0;17;11;14;0,00;0,27;2;4;1;0;0;0;0,00;7;0;15;2;0;0;0;0;4;0,00;0;0
6;1;4;0;51;11;14;0,00;5,50;44;46;51;2;2;0;0,40;143;0;44;2;0;0;1;7,25;4;49,00;0;1
6;1;2;15;67;11;14;0,58;5,08;29;41;61;1;2;1;0,26;132;11;51;4;1;0;11;8,5;4;43,00;0;1
6;1;1;13;44;11;14;0,50;4,42;22;78;13;2;2;5;0,29;115;8;38;4;5;0;10;5,33;4;28,00;0;1
1;0;0;8;51;11;14;0,31;2,31;31;19;9;1;1;0;0,07;60;6;46;0;0;0;5;3,25;4;10,00;0;0
6;1;1;5;48;11;14;0,19;4,69;31;76;13;2;2;0;0,25;122;2;41;1;0;0;2;9,29;4;58,00;0;2
4;0;0;6;49;11;14;0,23;2,15;10;16;26;4;0;0;0,12;56;3;45;0;0;0;2;5,33;4;25,00;0;1
5;1;0;32;65;11;14;1,23;5,31;66;36;36;0;2;0;0,32;138;17;52;3;0;0;4,2;8,17;4;42,00;0;0
4;0;0;3;45;11;14;0,12;3,96;34;41;28;0;2;3;0,27;103;0;40;2;3;0;5,5;4,83;4;22,00;0;0
4;0;0;6;51;11;14;0,23;3,04;25;34;20;0;2;3;0,47;79;1;40;8;5;0;17;3,14;4;16,00;0;0
4;1;0;0;47;11;14;0,00;2,62;27;21;20;0;2;0;0,10;68;0;42;1;0;0;2;3;4;14,00;0;4
3;0;0;24;66;11;14;0,92;8,04;69;80;60;0;2;5;0,19;209;4;46;10;10;0;3,5;5,57;4;35,00;0;0
5;1;2;33;76;11;14;1,92;11,62;69;95;97;4;2;5;0,75;256;17;69;10;10;0;8,67;13,43;4;70,00;0;0
4;1;1;0;43;11;14;0,00;2,88;7;46;22;0;1;0;0,30;75;0;40;0;0;0;4,67;5,14;4;30,00;0;0
4;0;0;0;35;11;14;0,00;3,42;18;19;52;0;2;0;0,12;89;0;32;0;0;0;1,25;3;4;15,00;0;0
3;1;1;1;32;11;14;0,04;1,31;8;1;24;1;2;0;0,12;34;1;30;0;0;0;0;2,57;4;12,00;0;0
3;2;1;0;6;11;14;0,00;2,23;12;42;4;0;1;0;0,10;58;0;5;0;0;0;6;3,17;4;10,00;0;0
3;1;0;0;7;11;14;0,00;0,62;0;8;8;0;1;0;0,08;16;0;7;0;0;0;0;4;4;8,00;0;0
5;2;0;6;49;11;14;0,23;4,58;23;48;48;0;2;1;0,26;119;5;45;1;1;0;12,4;5,86;4;34,00;0;4
4;1;0;1;50;11;14;0,04;2,15;10;30;16;0;1;0;0,09;56;0;43;2;0;0;5,5;3,14;4;12,00;0;0
5;2;0;7;53;11;14;0,27;3,58;18;37;38;0;2;1;0,30;93;1;41;9;6;0;6;6,5;4;31,00;0;0
4;0;0;1;47;11;14;0,04;3,31;47;17;21;1;2;0;0,15;86;1;40;3;0;0;3;2,43;4;10,00;0;0
4;2;2;1;54;11;14;0,04;4,27;19;63;28;1;2;0;0,10;111;1;52;0;0;0;0;3,38;4;15,00;0;0
1;0;1;0;1;11;14;0,00;0,31;4;1;3;0;1;0;0,01;8;0;1;0;0;0;0;5;4;5,00;0;0
5;1;0;0;34;11;14;0,00;1,27;14;5;13;1;2;0;0,09;33;0;32;0;0;0;0;2,43;4;10,00;0;1
4;0;0;33;76;11;14;1,92;5,73;28;66;55;0;2;4;0,34;149;17;65;8;10;0;8,5;6,33;4;30,00;0;0
6;2;1;33;76;11;14;1,42;11,62;69;95;97;5;2;5;0,75;256;17;69;5;6;0;1,8;12,33;4;70,00;0;4
5;1;1;33;58;11;14;1,27;8,31;66;81;62;7;2;5;0,36;216;14;44;10;10;0;5,6;5,75;4;38,00;0;0
4;1;0;1;47;11;14;0,04;1,81;23;7;17;0;1;0;0,14;47;1;43;1;0;0;1;3,17;4;13,00;0;2
4;1;1;1;55;11;14;0,04;2,19;17;26;13;1;2;1;0,13;57;0;50;2;1;0;7,75;4;4;18,00;0;0
0;0;0;2;47;11;14;0,08;2,54;29;33;4;0;1;2;0,05;66;0;43;1;2;0;0;2,5;4;0,00;0;0
4;0;1;33;73;11;14;1,38;4,96;31;38;51;9;1;4;0,30;129;17;69;1;4;0;5;5,57;4;28,00;0;4
3;0;0;10;57;11;14;0,38;3,58;9;31;53;0;0;1;0,31;93;6;51;0;1;0;3,33;9;4;51,00;0;0
4;0;0;21;67;11;14;0,81;7,08;27;65;90;2;2;2;0,54;184;6;47;10;10;0;8,6;9,14;4;57,00;0;0
5;2;1;7;46;11;14;0,27;6,81;41;55;35;9;2;2;0,22;177;2;39;4;5;0;2,5;3,71;4;19,00;0;1
4;2;0;33;66;11;14;1,27;5,38;19;68;53;0;2;0;0,37;140;0;48;0;0;0;12;5;4;32,00;0;0
6;1;1;33;76;11;14;1,92;11,62;66;95;97;2;2;5;0,25;256;17;69;10;10;0;2;12,67;4;62,00;0;0
5;1;2;5;65;11;14;0,19;7,85;58;94;47;5;2;1;0,25;204;2;52;9;3;0;0;4,29;4;22,00;0;1
4;0;1;8;46;11;14;0,31;3,31;13;25;43;5;2;1;0,14;86;4;40;3;1;0;2;2,75;4;11,00;0;0
4;0;3;32;76;11;14;1,23;11,62;69;95;72;8;2;4;0,67;256;10;62;10;10;0;1,5;9;4;49,00;0;3
4;0;0;0;44;11;14;0,00;1,12;14;9;6;0;2;0;0,06;29;0;40;0;0;0;0;4;4;19,00;0;0
5;1;2;1;51;11;14;0,04;2,88;32;29;14;0;2;1;0,31;75;0;45;2;1;0;12,25;6,33;4;34,00;0;1
5;1;2;2;51;11;14;0,08;2,73;16;30;25;0;2;0;0,18;71;1;45;0;0;0;7;3,14;4;15,00;0;4
4;2;0;9;51;11;14;0,35;1,92;22;12;16;0;1;0;0,05;50;7;45;1;0;0;1;2,83;4;10,00;0;0
6;3;2;24;68;11;14;0,92;9,08;69;95;36;2;2;4;0,63;236;13;57;8;10;0;8,67;12;4;70,00;0;0
5;2;2;11;63;11;14;0,42;3,46;27;27;36;0;2;2;0,21;90;8;58;1;3;0;0;7;4;28,00;0;0
4;0;1;0;46;11;14;0,00;2,19;15;17;25;0;2;0;0,07;57;0;42;0;0;0;3;3,57;4;18,00;0;4
6;3;1;13;67;11;14;0,50;7,38;25;95;51;2;2;4;0,56;192;1;46;10;10;2;11;7,38;4;47,00;2;0
0;0;0;0;0;11;14;0,00;0,38;1;3;6;0;0;0;0,00;10;0;0;0;0;0;0;2;4;2,00;0;0
1;1;0;1;44;11;14;0,04;1,23;11;9;12;0;1;0;0,04;32;1;40;0;0;0;0;3;4;6,00;0;0
4;0;1;2;44;11;14;0,08;2,42;15;6;42;0;2;0;0,15;63;2;41;0;0;0;0;4,14;4;21,00;0;0
6;2;0;0;59;11;14;0,00;4,65;17;67;36;1;2;0;0,29;121;0;51;1;0;0;0;5,71;4;30,00;0;0
4;0;2;1;54;11;14;0,04;4,65;17;86;16;2;2;0;0,40;121;1;48;3;0;0;2;13,43;4;70,00;0;0
